COM
-11.000027	0.000025	-0.000001
-10.999627	-0.000975	0.000199
-10.999427	-0.001475	0.000299
-10.999227	-0.001975	0.000399
-10.999027	-0.002475	0.000500
-10.998827	-0.002975	0.000600
-10.998627	-0.003475	0.000700
-10.998427	-0.003975	0.000800
-10.998227	-0.004475	0.000900
-10.998027	-0.004975	0.001000
-10.997827	-0.005475	0.001100
-10.997627	-0.005975	0.001200
-10.997427	-0.006475	0.001300
-10.997228	-0.006975	0.001400
-10.997028	-0.007475	0.001500
-10.996828	-0.007975	0.001600
-10.996628	-0.008475	0.001700
-10.996428	-0.008976	0.001800
-10.996228	-0.009476	0.001900
-10.996028	-0.009976	0.002000
-10.995828	-0.010476	0.002100
-10.995628	-0.010976	0.002200
-10.995428	-0.011476	0.002300
-10.995228	-0.011976	0.002400
-10.995028	-0.012476	0.002500
-10.994828	-0.012976	0.002600
-10.994628	-0.013476	0.002700
-10.994428	-0.013976	0.002800
-10.994228	-0.014476	0.002900
-10.994028	-0.014976	0.003000
-10.993828	-0.015476	0.003100
-10.993628	-0.015976	0.003200
-10.993428	-0.016476	0.003300
-10.993228	-0.016976	0.003400
-10.993028	-0.017476	0.003500
-10.992828	-0.017976	0.003600
-10.992628	-0.018476	0.003700
-10.992428	-0.018976	0.003800
-10.992228	-0.019476	0.003900
-10.992028	-0.019976	0.004000
-10.991828	-0.020477	0.004100
-10.991628	-0.020977	0.004200
-10.991428	-0.021477	0.004300
-10.991228	-0.021977	0.004400
-10.991028	-0.022477	0.004500
-10.990828	-0.022977	0.004600
-10.990628	-0.023477	0.004700
-10.990428	-0.023977	0.004800
-10.990228	-0.024477	0.004900
-10.990028	-0.024977	0.005000
-10.989828	-0.025477	0.005100
-10.989628	-0.025977	0.005200
-10.989428	-0.026477	0.005301
-10.989228	-0.026977	0.005401
-10.989028	-0.027477	0.005501
-10.988828	-0.027977	0.005601
-10.988628	-0.028477	0.005701
-10.988428	-0.028977	0.005801
-10.988228	-0.029477	0.005901
-10.988028	-0.029977	0.006001
-10.987828	-0.030477	0.006101
-10.987628	-0.030977	0.006201
-10.987428	-0.031477	0.006301
-10.987228	-0.031977	0.006401
-10.987028	-0.032478	0.006501
-10.986828	-0.032978	0.006601
-10.986628	-0.033478	0.006701
-10.986428	-0.033978	0.006801
-10.986228	-0.034478	0.006901
-10.986028	-0.034978	0.007001
-10.985828	-0.035478	0.007101
-10.985628	-0.035978	0.007201
-10.985428	-0.036478	0.007301
-10.985228	-0.036978	0.007401
-10.985028	-0.037478	0.007501
-10.984828	-0.037978	0.007601
-10.984628	-0.038478	0.007701
-10.984428	-0.038978	0.007801
-10.984228	-0.039478	0.007901
-10.984028	-0.039978	0.008001
-10.983828	-0.040478	0.008101
-10.983628	-0.040978	0.008201
-10.983428	-0.041478	0.008301
-10.983228	-0.041978	0.008401
-10.983028	-0.042478	0.008501
-10.982828	-0.042978	0.008601
-10.982628	-0.043478	0.008701
-10.982428	-0.043979	0.008801
-10.982228	-0.044479	0.008901
-10.982028	-0.044979	0.009001
-10.981828	-0.045479	0.009101
-10.981628	-0.045979	0.009201
-10.981428	-0.046479	0.009301
-10.981228	-0.046979	0.009401
-10.981028	-0.047479	0.009501
-10.980828	-0.047979	0.009601
-10.980628	-0.048479	0.009701
-10.980428	-0.048979	0.009801
-10.980228	-0.049479	0.009901
-10.980028	-0.049979	0.010001
-10.979828	-0.050479	0.010102
-10.979628	-0.050979	0.010202
-10.979428	-0.051479	0.010302
-10.979228	-0.051979	0.010402
-10.979028	-0.052479	0.010502
-10.978828	-0.052979	0.010602
-10.978628	-0.053479	0.010702
-10.978428	-0.053979	0.010802
-10.978228	-0.054479	0.010902
-10.978028	-0.054979	0.011002
-10.977828	-0.055480	0.011102
-10.977628	-0.055980	0.011202
-10.977428	-0.056480	0.011302
-10.977228	-0.056980	0.011402
-10.977028	-0.057480	0.011502
-10.976828	-0.057980	0.011602
-10.976628	-0.058480	0.011702
-10.976428	-0.058980	0.011802
