ax	ay	az
0.042213	-0.029538	-0.033144
0.039790	-0.029635	-0.026094
0.041815	-0.029617	-0.037595
0.041779	-0.029485	-0.029983
0.041070	-0.030156	-0.034291
0.040627	-0.030555	-0.030077
0.041025	-0.029669	-0.033746
0.041587	-0.030331	-0.026181
0.042000	-0.030469	-0.034024
0.040469	-0.030079	-0.034781
0.042932	-0.031448	-0.029918
0.040776	-0.030371	-0.034226
0.041699	-0.031184	-0.030195
0.041538	-0.030673	-0.034216
0.040853	-0.031815	-0.026542
0.043436	-0.030645	-0.038815
0.040848	-0.032191	-0.026195
0.042597	-0.031021	-0.034931
0.041550	-0.032176	-0.033885
0.042364	-0.031409	-0.031207
0.041588	-0.032273	-0.034507
0.042829	-0.031822	-0.030654
0.041088	-0.032785	-0.030908
0.041462	-0.032276	-0.030630
0.043692	-0.032377	-0.034457
0.042391	-0.032610	-0.035323
0.041161	-0.033314	-0.030955
0.042253	-0.032468	-0.026694
0.043781	-0.033163	-0.039004
0.041916	-0.033136	-0.031248
0.041367	-0.033397	-0.026895
0.043197	-0.033764	-0.039150
0.043231	-0.033872	-0.031136
0.041066	-0.033107	-0.030545
0.044480	-0.034192	-0.035714
0.041782	-0.034144	-0.031416
0.043245	-0.034032	-0.031044
0.041899	-0.034609	-0.035347
0.043082	-0.033855	-0.027220
0.042880	-0.035804	-0.039453
0.042962	-0.033832	-0.031492
0.042994	-0.034451	-0.027436
0.041644	-0.036518	-0.035157
0.045116	-0.034098	-0.031858
0.042635	-0.034990	-0.039522
0.041777	-0.036963	-0.027116
0.044773	-0.034135	-0.032109
0.042766	-0.036615	-0.035061
0.041128	-0.035642	-0.032188
0.045162	-0.036069	-0.031352
0.043266	-0.036179	-0.035454
0.042675	-0.036355	-0.031921
0.043336	-0.036521	-0.032189
0.043394	-0.036678	-0.031545
0.043412	-0.036656	-0.035488
0.044376	-0.037017	-0.036250
0.041121	-0.037821	-0.024089
0.045619	-0.035829	-0.039094
0.043025	-0.037949	-0.032372
0.043049	-0.038366	-0.031740
0.044264	-0.036583	-0.036290
0.042827	-0.038361	-0.028143
0.044323	-0.037895	-0.035196
0.043787	-0.037482	-0.032898
0.042953	-0.039136	-0.035617
0.043811	-0.038195	-0.027972
0.043871	-0.038880	-0.036209
0.044843	-0.038037	-0.036029
0.041481	-0.039282	-0.028151
0.045793	-0.038774	-0.036472
0.042701	-0.039767	-0.027660
0.044390	-0.039229	-0.040320
0.043647	-0.038881	-0.028680
0.045617	-0.040147	-0.035544
0.041953	-0.039354	-0.032841
0.044595	-0.040351	-0.028045
0.043219	-0.040337	-0.039772
0.045330	-0.040157	-0.032865
0.043102	-0.040132	-0.031967
0.045157	-0.040738	-0.028735
0.043089	-0.040840	-0.039830
0.043626	-0.040445	-0.028809
0.045268	-0.041409	-0.032249
0.042651	-0.041446	-0.036066
0.045026	-0.041445	-0.032581
0.045987	-0.040909	-0.036030
0.042355	-0.041531	-0.032640
0.043656	-0.042982	-0.028161
0.044521	-0.041489	-0.036659
0.044424	-0.041778	-0.032230
0.045930	-0.042088	-0.036706
0.041696	-0.043590	-0.028411
0.044502	-0.042161	-0.035649
0.046716	-0.042334	-0.033199
0.041421	-0.043368	-0.032489
0.046648	-0.042946	-0.036051
0.042950	-0.043753	-0.032456
0.044949	-0.042931	-0.028869
0.043596	-0.043992	-0.039838
0.045220	-0.043777	-0.028658
0.042241	-0.043521	-0.032826
0.047379	-0.044065	-0.036014
0.041929	-0.045066	-0.032433
0.045943	-0.043879	-0.032557
0.043435	-0.045016	-0.032175
0.045629	-0.043692	-0.032810
0.043983	-0.045997	-0.040135
0.044526	-0.044594	-0.028173
0.042579	-0.045883	-0.029320
0.046859	-0.044384	-0.039789
0.042351	-0.046551	-0.028532
0.046429	-0.045212	-0.040007
0.042636	-0.045853	-0.024743
0.044592	-0.046749	-0.040537
0.046214	-0.045693	-0.028133
0.042137	-0.046262	-0.032561
0.044619	-0.047739	-0.036157
0.045802	-0.045422	-0.032232
0.044321	-0.047594	-0.036171
0.043019	-0.047187	-0.028809
0.045610	-0.046949	-0.035819
0.043898	-0.047368	-0.028470
0.043772	-0.048019	-0.040288
0.045489	-0.047461	-0.028323
0.043767	-0.048236	-0.032175
0.046165	-0.047553	-0.039642
0.042031	-0.048915	-0.028925
0.045020	-0.048174	-0.031524
0.044320	-0.048562	-0.033238
0.043408	-0.048934	-0.031131
0.045533	-0.048928	-0.036549
0.043108	-0.049354	-0.032188
0.046762	-0.048975	-0.035483
0.042937	-0.049784	-0.031902
0.043718	-0.049473	-0.031984
0.043896	-0.050177	-0.032595
0.044954	-0.049488	-0.032161
0.045023	-0.050116	-0.035177
0.041953	-0.050895	-0.028704
0.046231	-0.050020	-0.035201
0.043224	-0.050980	-0.032015
0.042986	-0.050922	-0.032370
0.047190	-0.051028	-0.038713
0.041266	-0.051288	-0.024827
0.044374	-0.051429	-0.038480
0.046687	-0.050897	-0.032264
0.042302	-0.052315	-0.031736
0.042484	-0.052087	-0.027755
0.046138	-0.051491	-0.039510
0.042507	-0.052964	-0.027239
0.045915	-0.052368	-0.039063
0.041466	-0.052202	-0.028210
0.043423	-0.053394	-0.031580
0.047170	-0.052090	-0.034709
0.041405	-0.053834	-0.031825
0.044257	-0.052844	-0.031091
0.043733	-0.054163	-0.034820
0.043771	-0.053431	-0.035504
0.043887	-0.053464	-0.027376
0.043596	-0.054461	-0.034197
0.043318	-0.053879	-0.028400
0.044869	-0.054545	-0.038270
0.040227	-0.054919	-0.027105
0.047311	-0.054086	-0.038477
0.041600	-0.055398	-0.027242
0.044181	-0.054852	-0.034548
0.042603	-0.055530	-0.030948
0.043842	-0.055275	-0.030933
0.042310	-0.055699	-0.030688
0.043719	-0.055908	-0.038035
0.043404	-0.055845	-0.027103
0.043900	-0.055921	-0.033963
0.041321	-0.056945	-0.030713
0.044624	-0.055813	-0.030398
0.042985	-0.057245	-0.034311
0.042957	-0.056808	-0.033576
0.042598	-0.057118	-0.030679
0.044141	-0.056272	-0.029965
0.040789	-0.058569	-0.030522
0.045321	-0.056703	-0.033872
