cx	cy	cz	q_scalar	q_x	q_y	q_z
-10.977028	-0.057480	0.011502	0.980312	0.053146	0.189690	0.013498
-10.976828	-0.057980	0.011602	0.979967	0.053579	0.191339	0.013570
-10.976628	-0.058480	0.011702	0.979619	0.054011	0.192988	0.013641
-10.976428	-0.058980	0.011802	0.979268	0.054443	0.194635	0.013712
-10.976228	-0.059480	0.011902	0.978914	0.054874	0.196283	0.013781
-10.976028	-0.059980	0.012002	0.978557	0.055305	0.197930	0.013850
-10.975828	-0.060480	0.012102	0.978197	0.055735	0.199576	0.013918
-10.975628	-0.060980	0.012202	0.977834	0.056164	0.201222	0.013985
-10.975428	-0.061480	0.012302	0.977469	0.056593	0.202867	0.014051
-10.975228	-0.061980	0.012402	0.977100	0.057021	0.204512	0.014116
-10.975028	-0.062480	0.012502	0.976728	0.057449	0.206156	0.014181
-10.974828	-0.062980	0.012602	0.976354	0.057876	0.207800	0.014245
-10.974628	-0.063480	0.012702	0.975976	0.058303	0.209443	0.014308
-10.974428	-0.063980	0.012802	0.975596	0.058729	0.211086	0.014371
-10.974228	-0.064480	0.012902	0.975212	0.059154	0.212728	0.014432
-10.974028	-0.064980	0.013002	0.974826	0.059579	0.214370	0.014493
-10.973828	-0.065480	0.013102	0.974437	0.060004	0.216011	0.014553
-10.973628	-0.065980	0.013202	0.974045	0.060428	0.217651	0.014612
-10.973428	-0.066480	0.013302	0.973649	0.060851	0.219291	0.014671
-10.973228	-0.066980	0.013402	0.973251	0.061274	0.220931	0.014728
-10.973028	-0.067481	0.013502	0.972850	0.061696	0.222570	0.014785
-10.972828	-0.067981	0.013602	0.972446	0.062117	0.224208	0.014842
-10.972628	-0.068481	0.013702	0.972040	0.062538	0.225845	0.014897
-10.972428	-0.068981	0.013802	0.971630	0.062959	0.227483	0.014951
-10.972228	-0.069481	0.013902	0.971217	0.063379	0.229119	0.015005
-10.972029	-0.069981	0.014002	0.970801	0.063798	0.230755	0.015058
-10.971829	-0.070481	0.014102	0.970383	0.064217	0.232390	0.015110
-10.971629	-0.070981	0.014202	0.969961	0.064635	0.234025	0.015162
-10.971429	-0.071481	0.014302	0.969537	0.065053	0.235659	0.015212
-10.971229	-0.071981	0.014402	0.969109	0.065470	0.237292	0.015262
-10.971029	-0.072481	0.014502	0.968679	0.065887	0.238925	0.015311
-10.970829	-0.072981	0.014602	0.968246	0.066303	0.240557	0.015360
-10.970629	-0.073481	0.014702	0.967810	0.066718	0.242189	0.015407
-10.970429	-0.073981	0.014802	0.967371	0.067133	0.243819	0.015454
-10.970229	-0.074481	0.014903	0.966929	0.067547	0.245450	0.015500
-10.970029	-0.074981	0.015003	0.966484	0.067961	0.247079	0.015545
-10.969829	-0.075481	0.015103	0.966036	0.068375	0.248708	0.015589
-10.969629	-0.075981	0.015203	0.965586	0.068787	0.250336	0.015633
-10.969429	-0.076481	0.015303	0.965132	0.069199	0.251964	0.015676
-10.969229	-0.076981	0.015403	0.964676	0.069611	0.253591	0.015718
-10.969029	-0.077481	0.015503	0.964216	0.070022	0.255217	0.015759
-10.968829	-0.077981	0.015603	0.963754	0.070433	0.256843	0.015799
-10.968629	-0.078481	0.015703	0.963289	0.070843	0.258467	0.015839
-10.968429	-0.078982	0.015803	0.962821	0.071252	0.260092	0.015878
-10.968229	-0.079482	0.015903	0.962350	0.071661	0.261715	0.015916
-10.968029	-0.079982	0.016003	0.961876	0.072069	0.263338	0.015954
-10.967829	-0.080482	0.016103	0.961399	0.072477	0.264960	0.015990
-10.967629	-0.080982	0.016203	0.960919	0.072884	0.266581	0.016026
-10.967429	-0.081482	0.016303	0.960437	0.073291	0.268202	0.016061
-10.967229	-0.081982	0.016403	0.959951	0.073697	0.269822	0.016095
-10.967029	-0.082482	0.016503	0.959463	0.074103	0.271441	0.016129
-10.966829	-0.082982	0.016603	0.958971	0.074508	0.273059	0.016161
-10.966629	-0.083482	0.016703	0.958477	0.074912	0.274677	0.016193
-10.966429	-0.083982	0.016803	0.957980	0.075316	0.276294	0.016224
-10.966229	-0.084482	0.016903	0.957480	0.075720	0.277910	0.016254
-10.966029	-0.084982	0.017003	0.956977	0.076123	0.279525	0.016284
-10.965829	-0.085482	0.017103	0.956472	0.076525	0.281140	0.016313
-10.965629	-0.085982	0.017203	0.955963	0.076927	0.282754	0.016341
-10.965429	-0.086482	0.017303	0.955452	0.077328	0.284367	0.016368
-10.965229	-0.086982	0.017403	0.954937	0.077729	0.285979	0.016394
-10.965029	-0.087482	0.017503	0.954420	0.078129	0.287590	0.016420
-10.964829	-0.087982	0.017603	0.953900	0.078529	0.289201	0.016445
-10.964629	-0.088482	0.017703	0.953377	0.078928	0.290811	0.016469
-10.964429	-0.088982	0.017803	0.952851	0.079326	0.292420	0.016492
-10.964229	-0.089482	0.017903	0.952323	0.079724	0.294029	0.016514
-10.964029	-0.089982	0.018003	0.951791	0.080122	0.295636	0.016536
-10.963829	-0.090482	0.018103	0.951257	0.080519	0.297243	0.016557
-10.963629	-0.090983	0.018203	0.950719	0.080915	0.298849	0.016577
-10.963429	-0.091483	0.018303	0.950179	0.081311	0.300454	0.016596
-10.963229	-0.091983	0.018403	0.949636	0.081706	0.302058	0.016615
-10.963029	-0.092483	0.018503	0.949090	0.082101	0.303661	0.016632
-10.962829	-0.092983	0.018603	0.948542	0.082495	0.305264	0.016649
-10.962629	-0.093483	0.018703	0.947990	0.082889	0.306865	0.016666
-10.962429	-0.093983	0.018803	0.947436	0.083282	0.308466	0.016681
-10.962229	-0.094483	0.018903	0.946878	0.083675	0.310066	0.016695
-10.962029	-0.094983	0.019003	0.946318	0.084067	0.311665	0.016709
-10.961829	-0.095483	0.019103	0.945755	0.084458	0.313264	0.016722
-10.961629	-0.095983	0.019203	0.945189	0.084849	0.314861	0.016734
-10.961429	-0.096483	0.019303	0.944621	0.085240	0.316457	0.016746
-10.961229	-0.096983	0.019403	0.944049	0.085630	0.318053	0.016756
-10.961029	-0.097483	0.019503	0.943475	0.086019	0.319648	0.016766
-10.960829	-0.097983	0.019603	0.942898	0.086408	0.321242	0.016775
-10.960629	-0.098483	0.019704	0.942318	0.086796	0.322835	0.016783
-10.960429	-0.098983	0.019804	0.941735	0.087184	0.324427	0.016791
-10.960229	-0.099483	0.019904	0.941149	0.087571	0.326018	0.016797
-10.960029	-0.099983	0.020004	0.940561	0.087958	0.327608	0.016803
-10.959829	-0.100483	0.020104	0.939969	0.088344	0.329197	0.016808
-10.959629	-0.100983	0.020204	0.939375	0.088730	0.330785	0.016812
-10.959429	-0.101483	0.020304	0.938778	0.089115	0.332373	0.016816
-10.959229	-0.101983	0.020404	0.938178	0.089500	0.333959	0.016819
-10.959029	-0.102484	0.020504	0.937575	0.089884	0.335545	0.016820
-10.958829	-0.102984	0.020604	0.936970	0.090267	0.337130	0.016821
-10.958629	-0.103484	0.020704	0.936362	0.090650	0.338713	0.016822
-10.958429	-0.103984	0.020804	0.935750	0.091033	0.340296	0.016821
-10.958229	-0.104484	0.020904	0.935136	0.091415	0.341878	0.016820
-10.958029	-0.104984	0.021004	0.934520	0.091796	0.343458	0.016818
-10.957829	-0.105484	0.021104	0.933900	0.092177	0.345038	0.016815
-10.957629	-0.105984	0.021204	0.933278	0.092558	0.346617	0.016811
-10.957429	-0.106484	0.021304	0.932652	0.092937	0.348195	0.016806
-10.957229	-0.106984	0.021404	0.932024	0.093317	0.349772	0.016801
-10.957029	-0.107484	0.021504	0.931394	0.093696	0.351348	0.016795
-10.956829	-0.107984	0.021604	0.930760	0.094074	0.352922	0.016788
-10.956629	-0.108484	0.021704	0.930123	0.094452	0.354496	0.016780
-10.956429	-0.108984	0.021804	0.929484	0.094829	0.356069	0.016771
-10.956229	-0.109484	0.021904	0.928842	0.095205	0.357641	0.016762
-10.956029	-0.109984	0.022004	0.928197	0.095582	0.359212	0.016752
-10.955829	-0.110484	0.022104	0.927550	0.095957	0.360782	0.016741
-10.955629	-0.110984	0.022204	0.926899	0.096332	0.362350	0.016729
-10.955429	-0.111484	0.022304	0.926246	0.096707	0.363918	0.016716
-10.955229	-0.111984	0.022404	0.925590	0.097081	0.365485	0.016703
-10.955029	-0.112484	0.022504	0.924931	0.097454	0.367051	0.016689
-10.954829	-0.112984	0.022604	0.924270	0.097827	0.368615	0.016673
-10.954629	-0.113484	0.022704	0.923605	0.098200	0.370179	0.016658
-10.954429	-0.113984	0.022804	0.922938	0.098572	0.371741	0.016641
-10.954229	-0.114485	0.022904	0.922268	0.098943	0.373303	0.016623
-10.954029	-0.114985	0.023004	0.921596	0.099314	0.374863	0.016605
-10.953829	-0.115485	0.023104	0.920920	0.099684	0.376422	0.016586
-10.953629	-0.115985	0.023204	0.920242	0.100054	0.377981	0.016566
-10.953429	-0.116485	0.023304	0.919561	0.100424	0.379538	0.016545
-10.953229	-0.116985	0.023404	0.918877	0.100792	0.381094	0.016523
-10.953029	-0.117485	0.023504	0.918191	0.101161	0.382649	0.016501
-10.952829	-0.117985	0.023604	0.917501	0.101528	0.384203	0.016478
-10.952629	-0.118485	0.023704	0.916809	0.101896	0.385756	0.016454
-10.952429	-0.118985	0.023804	0.916114	0.102262	0.387307	0.016429
-10.952229	-0.119485	0.023904	0.915417	0.102628	0.388858	0.016403
-10.952029	-0.119985	0.024004	0.914716	0.102994	0.390407	0.016377
-10.951829	-0.120485	0.024104	0.914013	0.103359	0.391956	0.016349
-10.951629	-0.120985	0.024204	0.913307	0.103724	0.393503	0.016321
-10.951429	-0.121485	0.024304	0.912599	0.104088	0.395049	0.016292
-10.951229	-0.121985	0.024404	0.911888	0.104451	0.396594	0.016262
-10.951029	-0.122485	0.024505	0.911173	0.104814	0.398138	0.016231
-10.950829	-0.122985	0.024605	0.910457	0.105177	0.399680	0.016200
-10.950629	-0.123485	0.024705	0.909737	0.105539	0.401222	0.016168
-10.950429	-0.123985	0.024805	0.909015	0.105900	0.402762	0.016134
-10.950229	-0.124485	0.024905	0.908290	0.106261	0.404301	0.016100
-10.950029	-0.124985	0.025005	0.907562	0.106622	0.405839	0.016066
-10.949829	-0.125485	0.025105	0.906831	0.106982	0.407376	0.016030
-10.949629	-0.125986	0.025205	0.906098	0.107341	0.408912	0.015993
-10.949429	-0.126486	0.025305	0.905362	0.107700	0.410446	0.015956
-10.949229	-0.126986	0.025405	0.904623	0.108058	0.411979	0.015918
-10.949029	-0.127486	0.025505	0.903882	0.108416	0.413511	0.015879
-10.948829	-0.127986	0.025605	0.903137	0.108773	0.415042	0.015839
-10.948629	-0.128486	0.025705	0.902391	0.109130	0.416572	0.015798
-10.948429	-0.128986	0.025805	0.901641	0.109486	0.418101	0.015757
-10.948229	-0.129486	0.025905	0.900889	0.109842	0.419628	0.015714
-10.948029	-0.129986	0.026005	0.900134	0.110197	0.421154	0.015671
-10.947829	-0.130486	0.026105	0.899376	0.110552	0.422679	0.015627
-10.947629	-0.130986	0.026205	0.898615	0.110906	0.424202	0.015582
-10.947429	-0.131486	0.026305	0.897852	0.111260	0.425725	0.015536
-10.947229	-0.131986	0.026405	0.897086	0.111613	0.427246	0.015490
-10.947029	-0.132486	0.026505	0.896318	0.111966	0.428766	0.015442
-10.946829	-0.132986	0.026605	0.895546	0.112318	0.430284	0.015394
-10.946630	-0.133486	0.026705	0.894772	0.112669	0.431802	0.015345
-10.946430	-0.133986	0.026805	0.893996	0.113021	0.433318	0.015295
-10.946230	-0.134486	0.026905	0.893216	0.113371	0.434833	0.015244
-10.946030	-0.134986	0.027005	0.892434	0.113721	0.436346	0.015192
-10.945830	-0.135486	0.027105	0.891649	0.114071	0.437859	0.015140
-10.945630	-0.135986	0.027205	0.890862	0.114420	0.439370	0.015086
-10.945430	-0.136486	0.027305	0.890072	0.114768	0.440880	0.015032
-10.945230	-0.136986	0.027405	0.889279	0.115116	0.442388	0.014977
-10.945030	-0.137486	0.027505	0.888483	0.115463	0.443895	0.014921
-10.944830	-0.137987	0.027605	0.887685	0.115810	0.445401	0.014864
-10.944630	-0.138487	0.027705	0.886884	0.116157	0.446906	0.014806
-10.944430	-0.138987	0.027805	0.886081	0.116503	0.448409	0.014747
-10.944230	-0.139487	0.027905	0.885274	0.116848	0.449911	0.014688
-10.944030	-0.139987	0.028005	0.884465	0.117193	0.451412	0.014627
-10.943830	-0.140487	0.028105	0.883654	0.117537	0.452911	0.014566
-10.943630	-0.140987	0.028205	0.882840	0.117881	0.454409	0.014504
-10.943430	-0.141487	0.028305	0.882023	0.118224	0.455906	0.014441
-10.943230	-0.141987	0.028405	0.881203	0.118567	0.457401	0.014377
-10.943030	-0.142487	0.028505	0.880381	0.118909	0.458896	0.014312
-10.942830	-0.142987	0.028605	0.879556	0.119251	0.460388	0.014247
-10.942630	-0.143487	0.028705	0.878729	0.119592	0.461880	0.014180
-10.942430	-0.143987	0.028805	0.877898	0.119933	0.463370	0.014113
-10.942230	-0.144487	0.028905	0.877066	0.120273	0.464858	0.014045
-10.942030	-0.144987	0.029005	0.876230	0.120612	0.466345	0.013976
-10.941830	-0.145487	0.029105	0.875392	0.120952	0.467831	0.013906
-10.941630	-0.145987	0.029205	0.874551	0.121290	0.469316	0.013835
-10.941430	-0.146487	0.029306	0.873708	0.121628	0.470799	0.013763
-10.941230	-0.146987	0.029406	0.872862	0.121966	0.472281	0.013690
-10.941030	-0.147487	0.029506	0.872013	0.122303	0.473761	0.013617
-10.940830	-0.147987	0.029606	0.871162	0.122639	0.475240	0.013542
-10.940630	-0.148487	0.029706	0.870308	0.122975	0.476718	0.013467
-10.940430	-0.148987	0.029806	0.869451	0.123311	0.478194	0.013391
-10.940230	-0.149488	0.029906	0.868592	0.123646	0.479669	0.013313
-10.940030	-0.149988	0.030006	0.867730	0.123980	0.481142	0.013235
-10.939830	-0.150488	0.030106	0.866866	0.124314	0.482614	0.013157
-10.939630	-0.150988	0.030206	0.865999	0.124648	0.484085	0.013077
-10.939430	-0.151488	0.030306	0.865129	0.124980	0.485554	0.012996
-10.939230	-0.151988	0.030406	0.864257	0.125313	0.487021	0.012914
-10.939030	-0.152488	0.030506	0.863382	0.125645	0.488488	0.012832
-10.938830	-0.152988	0.030606	0.862505	0.125976	0.489952	0.012749
-10.938630	-0.153488	0.030706	0.861624	0.126307	0.491416	0.012664
-10.938430	-0.153988	0.030806	0.860742	0.126637	0.492878	0.012579
-10.938230	-0.154488	0.030906	0.859856	0.126967	0.494338	0.012493
-10.938030	-0.154988	0.031006	0.858969	0.127296	0.495797	0.012406
-10.937830	-0.155488	0.031106	0.858078	0.127625	0.497255	0.012318
-10.937630	-0.155988	0.031206	0.857185	0.127953	0.498711	0.012229
-10.937430	-0.156488	0.031306	0.856289	0.128280	0.500165	0.012139
-10.937230	-0.156988	0.031406	0.855391	0.128608	0.501618	0.012048
-10.937030	-0.157488	0.031506	0.854490	0.128934	0.503070	0.011957
-10.936830	-0.157988	0.031606	0.853587	0.129260	0.504520	0.011864
-10.936630	-0.158488	0.031706	0.852681	0.129586	0.505969	0.011771
-10.936430	-0.158988	0.031806	0.851772	0.129911	0.507416	0.011676
-10.936230	-0.159488	0.031906	0.850861	0.130235	0.508862	0.011581
-10.936030	-0.159988	0.032006	0.849947	0.130559	0.510306	0.011485
-10.935830	-0.160488	0.032106	0.849031	0.130883	0.511748	0.011388
-10.935630	-0.160988	0.032206	0.848112	0.131206	0.513189	0.011290
-10.935430	-0.161489	0.032306	0.847191	0.131528	0.514629	0.011191
-10.935230	-0.161989	0.032406	0.846267	0.131850	0.516067	0.011091
-10.935030	-0.162489	0.032506	0.845340	0.132171	0.517504	0.010990
-10.934830	-0.162989	0.032606	0.844411	0.132492	0.518939	0.010888
-10.934630	-0.163489	0.032706	0.843479	0.132812	0.520372	0.010785
-10.934430	-0.163989	0.032806	0.842545	0.133132	0.521804	0.010682
-10.934230	-0.164489	0.032906	0.841608	0.133451	0.523234	0.010577
-10.934030	-0.164989	0.033006	0.840669	0.133770	0.524663	0.010471
-10.933830	-0.165489	0.033106	0.839727	0.134088	0.526090	0.010365
-10.933630	-0.165989	0.033206	0.838783	0.134406	0.527516	0.010257
-10.933430	-0.166489	0.033306	0.837836	0.134723	0.528940	0.010149
-10.933230	-0.166989	0.033406	0.836887	0.135040	0.530362	0.010039
-10.933030	-0.167489	0.033506	0.835935	0.135356	0.531783	0.009929
-10.932830	-0.167989	0.033606	0.834980	0.135671	0.533203	0.009818
-10.932630	-0.168489	0.033706	0.834023	0.135986	0.534621	0.009706
-10.932430	-0.168989	0.033806	0.833063	0.136301	0.536037	0.009593
-10.932230	-0.169489	0.033906	0.832101	0.136615	0.537451	0.009478
-10.932030	-0.169989	0.034006	0.831137	0.136928	0.538864	0.009363
-10.931830	-0.170489	0.034107	0.830170	0.137241	0.540276	0.009247
-10.931630	-0.170989	0.034207	0.829200	0.137554	0.541685	0.009130
-10.931430	-0.171489	0.034307	0.828228	0.137865	0.543094	0.009012
-10.931230	-0.171989	0.034407	0.827253	0.138177	0.544500	0.008893
-10.931030	-0.172489	0.034507	0.826276	0.138487	0.545905	0.008773
-10.930830	-0.172990	0.034607	0.825296	0.138798	0.547308	0.008653
-10.930630	-0.173490	0.034707	0.824314	0.139107	0.548710	0.008531
-10.930430	-0.173990	0.034807	0.823330	0.139417	0.550110	0.008408
-10.930230	-0.174490	0.034907	0.822342	0.139725	0.551508	0.008284
-10.930030	-0.174990	0.035007	0.821353	0.140033	0.552905	0.008159
-10.929830	-0.175490	0.035107	0.820361	0.140341	0.554300	0.008033
-10.929630	-0.175990	0.035207	0.819366	0.140648	0.555693	0.007907
-10.929430	-0.176490	0.035307	0.818369	0.140954	0.557085	0.007779
-10.929230	-0.176990	0.035407	0.817369	0.141260	0.558475	0.007650
-10.929030	-0.177490	0.035507	0.816367	0.141566	0.559863	0.007521
-10.928830	-0.177990	0.035607	0.815363	0.141871	0.561250	0.007390
-10.928630	-0.178490	0.035707	0.814356	0.142175	0.562635	0.007258
-10.928430	-0.178990	0.035807	0.813346	0.142479	0.564018	0.007126
-10.928230	-0.179490	0.035907	0.812334	0.142782	0.565400	0.006992
-10.928030	-0.179990	0.036007	0.811320	0.143085	0.566780	0.006857
-10.927830	-0.180490	0.036107	0.810303	0.143387	0.568158	0.006722
-10.927630	-0.180990	0.036207	0.809284	0.143688	0.569535	0.006585
-10.927430	-0.181490	0.036307	0.808262	0.143990	0.570909	0.006447
-10.927230	-0.181990	0.036407	0.807238	0.144290	0.572283	0.006309
-10.927030	-0.182490	0.036507	0.806211	0.144590	0.573654	0.006169
-10.926830	-0.182990	0.036607	0.805182	0.144890	0.575024	0.006028
-10.926630	-0.183490	0.036707	0.804151	0.145188	0.576392	0.005887
-10.926430	-0.183990	0.036807	0.803117	0.145487	0.577758	0.005744
-10.926230	-0.184491	0.036907	0.802080	0.145785	0.579122	0.005600
-10.926030	-0.184991	0.037007	0.801042	0.146082	0.580485	0.005455
-10.925830	-0.185491	0.037107	0.800000	0.146379	0.581846	0.005310
-10.925630	-0.185991	0.037207	0.798957	0.146675	0.583205	0.005163
-10.925430	-0.186491	0.037307	0.797910	0.146970	0.584563	0.005015
-10.925230	-0.186991	0.037407	0.796862	0.147265	0.585918	0.004866
-10.925030	-0.187491	0.037507	0.795811	0.147560	0.587272	0.004717
-10.924830	-0.187991	0.037607	0.794758	0.147854	0.588624	0.004566
