cx	cy	cz	q_scalar	q_x	q_y	q_z
-10.978028	-0.054979	0.011002	0.703656	0.164341	0.092253	-0.685091
-10.977828	-0.055480	0.011102	0.703476	0.165816	0.093113	-0.684804
-10.977628	-0.055980	0.011202	0.703294	0.167291	0.093972	-0.684515
-10.977428	-0.056480	0.011302	0.703108	0.168765	0.094832	-0.684225
-10.977228	-0.056980	0.011402	0.702920	0.170239	0.095692	-0.683933
-10.977028	-0.057480	0.011502	0.702730	0.171711	0.096551	-0.683640
-10.976828	-0.057980	0.011602	0.702537	0.173183	0.097411	-0.683345
-10.976628	-0.058480	0.011702	0.702341	0.174655	0.098271	-0.683049
-10.976428	-0.058980	0.011802	0.702142	0.176125	0.099131	-0.682751
-10.976228	-0.059480	0.011902	0.701941	0.177595	0.099991	-0.682452
-10.976028	-0.059980	0.012002	0.701737	0.179064	0.100851	-0.682151
-10.975828	-0.060480	0.012102	0.701531	0.180532	0.101711	-0.681849
-10.975628	-0.060980	0.012202	0.701322	0.181999	0.102571	-0.681545
-10.975428	-0.061480	0.012302	0.701110	0.183466	0.103431	-0.681239
-10.975228	-0.061980	0.012402	0.700896	0.184932	0.104292	-0.680932
-10.975028	-0.062480	0.012502	0.700679	0.186397	0.105152	-0.680624
-10.974828	-0.062980	0.012602	0.700459	0.187861	0.106012	-0.680314
-10.974628	-0.063480	0.012702	0.700237	0.189325	0.106872	-0.680002
-10.974428	-0.063980	0.012802	0.700012	0.190788	0.107733	-0.679689
-10.974228	-0.064480	0.012902	0.699784	0.192250	0.108593	-0.679374
-10.974028	-0.064980	0.013002	0.699554	0.193711	0.109453	-0.679058
-10.973828	-0.065480	0.013102	0.699321	0.195172	0.110314	-0.678740
-10.973628	-0.065980	0.013202	0.699086	0.196632	0.111174	-0.678421
-10.973428	-0.066480	0.013302	0.698848	0.198090	0.112034	-0.678100
-10.973228	-0.066980	0.013402	0.698607	0.199549	0.112895	-0.677778
-10.973028	-0.067481	0.013502	0.698364	0.201006	0.113755	-0.677454
-10.972828	-0.067981	0.013602	0.698118	0.202462	0.114615	-0.677129
-10.972628	-0.068481	0.013702	0.697869	0.203918	0.115476	-0.676802
-10.972428	-0.068981	0.013802	0.697618	0.205373	0.116336	-0.676474
-10.972228	-0.069481	0.013902	0.697364	0.206827	0.117196	-0.676144
-10.972029	-0.069981	0.014002	0.697108	0.208280	0.118056	-0.675812
-10.971829	-0.070481	0.014102	0.696849	0.209733	0.118916	-0.675480
-10.971629	-0.070981	0.014202	0.696587	0.211184	0.119777	-0.675145
-10.971429	-0.071481	0.014302	0.696323	0.212635	0.120637	-0.674809
-10.971229	-0.071981	0.014402	0.696056	0.214085	0.121497	-0.674472
-10.971029	-0.072481	0.014502	0.695786	0.215534	0.122357	-0.674133
-10.970829	-0.072981	0.014602	0.695514	0.216983	0.123217	-0.673792
-10.970629	-0.073481	0.014702	0.695239	0.218430	0.124076	-0.673450
-10.970429	-0.073981	0.014802	0.694962	0.219877	0.124936	-0.673107
-10.970229	-0.074481	0.014903	0.694682	0.221322	0.125796	-0.672762
-10.970029	-0.074981	0.015003	0.694399	0.222767	0.126656	-0.672416
-10.969829	-0.075481	0.015103	0.694114	0.224211	0.127515	-0.672068
-10.969629	-0.075981	0.015203	0.693826	0.225654	0.128375	-0.671718
-10.969429	-0.076481	0.015303	0.693536	0.227097	0.129234	-0.671367
-10.969229	-0.076981	0.015403	0.693243	0.228538	0.130093	-0.671014
-10.969029	-0.077481	0.015503	0.692947	0.229979	0.130953	-0.670660
-10.968829	-0.077981	0.015603	0.692649	0.231419	0.131812	-0.670305
-10.968629	-0.078481	0.015703	0.692348	0.232857	0.132671	-0.669948
-10.968429	-0.078982	0.015803	0.692044	0.234295	0.133530	-0.669589
-10.968229	-0.079482	0.015903	0.691738	0.235732	0.134388	-0.669229
-10.968029	-0.079982	0.016003	0.691430	0.237169	0.135247	-0.668868
-10.967829	-0.080482	0.016103	0.691118	0.238604	0.136106	-0.668505
-10.967629	-0.080982	0.016203	0.690805	0.240038	0.136964	-0.668140
-10.967429	-0.081482	0.016303	0.690488	0.241472	0.137823	-0.667774
-10.967229	-0.081982	0.016403	0.690169	0.242904	0.138681	-0.667407
-10.967029	-0.082482	0.016503	0.689847	0.244336	0.139539	-0.667038
-10.966829	-0.082982	0.016603	0.689523	0.245767	0.140397	-0.666667
-10.966629	-0.083482	0.016703	0.689196	0.247197	0.141255	-0.666295
-10.966429	-0.083982	0.016803	0.688867	0.248626	0.142112	-0.665922
-10.966229	-0.084482	0.016903	0.688534	0.250054	0.142970	-0.665547
-10.966029	-0.084982	0.017003	0.688200	0.251481	0.143827	-0.665171
-10.965829	-0.085482	0.017103	0.687863	0.252907	0.144684	-0.664793
-10.965629	-0.085982	0.017203	0.687523	0.254332	0.145542	-0.664413
-10.965429	-0.086482	0.017303	0.687180	0.255757	0.146398	-0.664033
-10.965229	-0.086982	0.017403	0.686835	0.257180	0.147255	-0.663650
-10.965029	-0.087482	0.017503	0.686488	0.258603	0.148112	-0.663266
-10.964829	-0.087982	0.017603	0.686137	0.260024	0.148968	-0.662881
-10.964629	-0.088482	0.017703	0.685785	0.261445	0.149824	-0.662494
-10.964429	-0.088982	0.017803	0.685429	0.262864	0.150680	-0.662106
-10.964229	-0.089482	0.017903	0.685071	0.264283	0.151536	-0.661716
-10.964029	-0.089982	0.018003	0.684711	0.265701	0.152392	-0.661325
-10.963829	-0.090482	0.018103	0.684348	0.267118	0.153247	-0.660933
-10.963629	-0.090983	0.018203	0.683982	0.268533	0.154102	-0.660539
-10.963429	-0.091483	0.018303	0.683614	0.269948	0.154957	-0.660143
-10.963229	-0.091983	0.018403	0.683243	0.271362	0.155812	-0.659746
-10.963029	-0.092483	0.018503	0.682869	0.272775	0.156667	-0.659347
-10.962829	-0.092983	0.018603	0.682493	0.274187	0.157521	-0.658947
-10.962629	-0.093483	0.018703	0.682115	0.275598	0.158375	-0.658546
-10.962429	-0.093983	0.018803	0.681733	0.277008	0.159229	-0.658143
-10.962229	-0.094483	0.018903	0.681350	0.278417	0.160083	-0.657739
-10.962029	-0.094983	0.019003	0.680963	0.279825	0.160937	-0.657333
-10.961829	-0.095483	0.019103	0.680574	0.281232	0.161790	-0.656926
-10.961629	-0.095983	0.019203	0.680183	0.282638	0.162643	-0.656517
-10.961429	-0.096483	0.019303	0.679789	0.284043	0.163496	-0.656107
-10.961229	-0.096983	0.019403	0.679392	0.285447	0.164348	-0.655695
-10.961029	-0.097483	0.019503	0.678993	0.286850	0.165200	-0.655282
-10.960829	-0.097983	0.019603	0.678591	0.288252	0.166052	-0.654868
-10.960629	-0.098483	0.019704	0.678187	0.289653	0.166904	-0.654452
-10.960429	-0.098983	0.019804	0.677780	0.291053	0.167756	-0.654034
-10.960229	-0.099483	0.019904	0.677370	0.292452	0.168607	-0.653615
-10.960029	-0.099983	0.020004	0.676958	0.293850	0.169458	-0.653195
-10.959829	-0.100483	0.020104	0.676544	0.295246	0.170309	-0.652773
-10.959629	-0.100983	0.020204	0.676127	0.296642	0.171159	-0.652350
-10.959429	-0.101483	0.020304	0.675707	0.298037	0.172009	-0.651926
-10.959229	-0.101983	0.020404	0.675285	0.299431	0.172859	-0.651500
-10.959029	-0.102484	0.020504	0.674860	0.300824	0.173709	-0.651072
-10.958829	-0.102984	0.020604	0.674432	0.302215	0.174558	-0.650643
-10.958629	-0.103484	0.020704	0.674002	0.303606	0.175407	-0.650213
-10.958429	-0.103984	0.020804	0.673570	0.304996	0.176256	-0.649781
-10.958229	-0.104484	0.020904	0.673135	0.306384	0.177104	-0.649348
-10.958029	-0.104984	0.021004	0.672697	0.307772	0.177952	-0.648913
-10.957829	-0.105484	0.021104	0.672257	0.309158	0.178800	-0.648477
-10.957629	-0.105984	0.021204	0.671814	0.310543	0.179647	-0.648040
-10.957429	-0.106484	0.021304	0.671369	0.311928	0.180494	-0.647601
-10.957229	-0.106984	0.021404	0.670921	0.313311	0.181341	-0.647161
-10.957029	-0.107484	0.021504	0.670470	0.314693	0.182187	-0.646719
-10.956829	-0.107984	0.021604	0.670017	0.316074	0.183034	-0.646276
-10.956629	-0.108484	0.021704	0.669562	0.317454	0.183879	-0.645831
-10.956429	-0.108984	0.021804	0.669104	0.318833	0.184725	-0.645385
-10.956229	-0.109484	0.021904	0.668643	0.320211	0.185570	-0.644938
-10.956029	-0.109984	0.022004	0.668180	0.321587	0.186415	-0.644489
-10.955829	-0.110484	0.022104	0.667714	0.322963	0.187259	-0.644039
-10.955629	-0.110984	0.022204	0.667246	0.324338	0.188103	-0.643588
-10.955429	-0.111484	0.022304	0.666775	0.325711	0.188947	-0.643135
-10.955229	-0.111984	0.022404	0.666302	0.327083	0.189790	-0.642680
-10.955029	-0.112484	0.022504	0.665826	0.328455	0.190633	-0.642225
-10.954829	-0.112984	0.022604	0.665347	0.329825	0.191476	-0.641767
-10.954629	-0.113484	0.022704	0.664866	0.331194	0.192318	-0.641309
-10.954429	-0.113984	0.022804	0.664383	0.332562	0.193160	-0.640849
-10.954229	-0.114485	0.022904	0.663897	0.333928	0.194002	-0.640388
-10.954029	-0.114985	0.023004	0.663408	0.335294	0.194843	-0.639925
-10.953829	-0.115485	0.023104	0.662917	0.336658	0.195683	-0.639461
-10.953629	-0.115985	0.023204	0.662423	0.338022	0.196524	-0.638995
-10.953429	-0.116485	0.023304	0.661927	0.339384	0.197364	-0.638529
-10.953229	-0.116985	0.023404	0.661428	0.340745	0.198203	-0.638060
-10.953029	-0.117485	0.023504	0.660927	0.342105	0.199042	-0.637591
-10.952829	-0.117985	0.023604	0.660423	0.343464	0.199881	-0.637120
-10.952629	-0.118485	0.023704	0.659917	0.344821	0.200719	-0.636648
-10.952429	-0.118985	0.023804	0.659408	0.346178	0.201557	-0.636174
-10.952229	-0.119485	0.023904	0.658896	0.347533	0.202395	-0.635699
-10.952029	-0.119985	0.024004	0.658382	0.348887	0.203232	-0.635222
-10.951829	-0.120485	0.024104	0.657866	0.350240	0.204068	-0.634744
-10.951629	-0.120985	0.024204	0.657347	0.351592	0.204905	-0.634265
-10.951429	-0.121485	0.024304	0.656825	0.352943	0.205740	-0.633785
-10.951229	-0.121985	0.024404	0.656301	0.354292	0.206576	-0.633303
-10.951029	-0.122485	0.024505	0.655774	0.355641	0.207411	-0.632820
-10.950829	-0.122985	0.024605	0.655245	0.356988	0.208245	-0.632335
-10.950629	-0.123485	0.024705	0.654713	0.358334	0.209079	-0.631849
-10.950429	-0.123985	0.024805	0.654179	0.359679	0.209913	-0.631362
-10.950229	-0.124485	0.024905	0.653642	0.361022	0.210746	-0.630873
-10.950029	-0.124985	0.025005	0.653103	0.362365	0.211579	-0.630383
-10.949829	-0.125485	0.025105	0.652561	0.363706	0.212411	-0.629892
-10.949629	-0.125986	0.025205	0.652017	0.365046	0.213243	-0.629399
-10.949429	-0.126486	0.025305	0.651470	0.366385	0.214074	-0.628905
-10.949229	-0.126986	0.025405	0.650921	0.367722	0.214905	-0.628409
-10.949029	-0.127486	0.025505	0.650369	0.369059	0.215735	-0.627913
-10.948829	-0.127986	0.025605	0.649814	0.370394	0.216565	-0.627415
-10.948629	-0.128486	0.025705	0.649258	0.371728	0.217394	-0.626915
-10.948429	-0.128986	0.025805	0.648698	0.373060	0.218223	-0.626415
-10.948229	-0.129486	0.025905	0.648136	0.374392	0.219052	-0.625913
-10.948029	-0.129986	0.026005	0.647572	0.375722	0.219879	-0.625409
-10.947829	-0.130486	0.026105	0.647005	0.377051	0.220707	-0.624905
-10.947629	-0.130986	0.026205	0.646435	0.378379	0.221534	-0.624399
-10.947429	-0.131486	0.026305	0.645863	0.379706	0.222360	-0.623891
-10.947229	-0.131986	0.026405	0.645289	0.381031	0.223186	-0.623383
-10.947029	-0.132486	0.026505	0.644711	0.382355	0.224011	-0.622873
-10.946829	-0.132986	0.026605	0.644132	0.383678	0.224836	-0.622362
-10.946630	-0.133486	0.026705	0.643550	0.384999	0.225661	-0.621849
-10.946430	-0.133986	0.026805	0.642965	0.386320	0.226484	-0.621335
-10.946230	-0.134486	0.026905	0.642378	0.387639	0.227308	-0.620820
-10.946030	-0.134986	0.027005	0.641789	0.388956	0.228131	-0.620304
-10.945830	-0.135486	0.027105	0.641196	0.390273	0.228953	-0.619786
-10.945630	-0.135986	0.027205	0.640602	0.391588	0.229775	-0.619267
-10.945430	-0.136486	0.027305	0.640005	0.392902	0.230596	-0.618747
-10.945230	-0.136986	0.027405	0.639405	0.394215	0.231416	-0.618225
-10.945030	-0.137486	0.027505	0.638803	0.395526	0.232236	-0.617702
-10.944830	-0.137987	0.027605	0.638198	0.396837	0.233056	-0.617178
-10.944630	-0.138487	0.027705	0.637591	0.398145	0.233875	-0.616653
-10.944430	-0.138987	0.027805	0.636981	0.399453	0.234693	-0.616126
-10.944230	-0.139487	0.027905	0.636369	0.400759	0.235511	-0.615598
-10.944030	-0.139987	0.028005	0.635755	0.402064	0.236329	-0.615068
-10.943830	-0.140487	0.028105	0.635137	0.403368	0.237145	-0.614538
-10.943630	-0.140987	0.028205	0.634518	0.404670	0.237962	-0.614006
-10.943430	-0.141487	0.028305	0.633896	0.405971	0.238777	-0.613473
-10.943230	-0.141987	0.028405	0.633271	0.407271	0.239592	-0.612939
-10.943030	-0.142487	0.028505	0.632644	0.408570	0.240407	-0.612403
-10.942830	-0.142987	0.028605	0.632014	0.409867	0.241221	-0.611866
-10.942630	-0.143487	0.028705	0.631382	0.411162	0.242034	-0.611328
-10.942430	-0.143987	0.028805	0.630747	0.412457	0.242847	-0.610789
-10.942230	-0.144487	0.028905	0.630110	0.413750	0.243659	-0.610248
-10.942030	-0.144987	0.029005	0.629470	0.415042	0.244470	-0.609706
-10.941830	-0.145487	0.029105	0.628828	0.416332	0.245281	-0.609163
-10.941630	-0.145987	0.029205	0.628184	0.417622	0.246091	-0.608619
-10.941430	-0.146487	0.029306	0.627536	0.418909	0.246901	-0.608073
-10.941230	-0.146987	0.029406	0.626887	0.420196	0.247710	-0.607526
-10.941030	-0.147487	0.029506	0.626235	0.421481	0.248519	-0.606978
-10.940830	-0.147987	0.029606	0.625580	0.422765	0.249326	-0.606429
-10.940630	-0.148487	0.029706	0.624923	0.424047	0.250134	-0.605878
-10.940430	-0.148987	0.029806	0.624264	0.425328	0.250940	-0.605326
-10.940230	-0.149488	0.029906	0.623601	0.426608	0.251746	-0.604773
-10.940030	-0.149988	0.030006	0.622937	0.427886	0.252552	-0.604219
-10.939830	-0.150488	0.030106	0.622270	0.429163	0.253356	-0.603664
-10.939630	-0.150988	0.030206	0.621600	0.430439	0.254160	-0.603107
-10.939430	-0.151488	0.030306	0.620928	0.431713	0.254964	-0.602549
-10.939230	-0.151988	0.030406	0.620254	0.432986	0.255767	-0.601990
-10.939030	-0.152488	0.030506	0.619577	0.434257	0.256569	-0.601430
-10.938830	-0.152988	0.030606	0.618897	0.435527	0.257370	-0.600868
-10.938630	-0.153488	0.030706	0.618215	0.436796	0.258171	-0.600306
-10.938430	-0.153988	0.030806	0.617531	0.438063	0.258971	-0.599742
-10.938230	-0.154488	0.030906	0.616844	0.439329	0.259771	-0.599177
-10.938030	-0.154988	0.031006	0.616155	0.440593	0.260570	-0.598610
-10.937830	-0.155488	0.031106	0.615463	0.441856	0.261368	-0.598043
-10.937630	-0.155988	0.031206	0.614768	0.443118	0.262165	-0.597474
-10.937430	-0.156488	0.031306	0.614072	0.444378	0.262962	-0.596904
-10.937230	-0.156988	0.031406	0.613372	0.445637	0.263759	-0.596333
-10.937030	-0.157488	0.031506	0.612671	0.446895	0.264554	-0.595761
-10.936830	-0.157988	0.031606	0.611966	0.448150	0.265349	-0.595188
-10.936630	-0.158488	0.031706	0.611260	0.449405	0.266143	-0.594613
-10.936430	-0.158988	0.031806	0.610550	0.450658	0.266937	-0.594037
-10.936230	-0.159488	0.031906	0.609839	0.451910	0.267729	-0.593461
-10.936030	-0.159988	0.032006	0.609125	0.453160	0.268521	-0.592882
-10.935830	-0.160488	0.032106	0.608408	0.454409	0.269313	-0.592303
-10.935630	-0.160988	0.032206	0.607689	0.455656	0.270103	-0.591723
-10.935430	-0.161489	0.032306	0.606967	0.456902	0.270893	-0.591141
-10.935230	-0.161989	0.032406	0.606243	0.458147	0.271682	-0.590559
-10.935030	-0.162489	0.032506	0.605517	0.459390	0.272471	-0.589975
-10.934830	-0.162989	0.032606	0.604788	0.460631	0.273259	-0.589390
-10.934630	-0.163489	0.032706	0.604056	0.461871	0.274046	-0.588804
-10.934430	-0.163989	0.032806	0.603322	0.463110	0.274832	-0.588216
-10.934230	-0.164489	0.032906	0.602586	0.464347	0.275618	-0.587628
-10.934030	-0.164989	0.033006	0.601847	0.465583	0.276403	-0.587039
-10.933830	-0.165489	0.033106	0.601106	0.466817	0.277187	-0.586448
-10.933630	-0.165989	0.033206	0.600362	0.468049	0.277971	-0.585856
-10.933430	-0.166489	0.033306	0.599616	0.469281	0.278753	-0.585263
-10.933230	-0.166989	0.033406	0.598867	0.470511	0.279535	-0.584669
-10.933030	-0.167489	0.033506	0.598116	0.471739	0.280317	-0.584074
-10.932830	-0.167989	0.033606	0.597362	0.472965	0.281097	-0.583478
-10.932630	-0.168489	0.033706	0.596606	0.474191	0.281877	-0.582880
-10.932430	-0.168989	0.033806	0.595848	0.475414	0.282656	-0.582282
-10.932230	-0.169489	0.033906	0.595087	0.476637	0.283434	-0.581682
-10.932030	-0.169989	0.034006	0.594323	0.477858	0.284212	-0.581082
-10.931830	-0.170489	0.034107	0.593557	0.479077	0.284988	-0.580480
-10.931630	-0.170989	0.034207	0.592789	0.480294	0.285764	-0.579877
-10.931430	-0.171489	0.034307	0.592018	0.481511	0.286540	-0.579273
-10.931230	-0.171989	0.034407	0.591245	0.482725	0.287314	-0.578668
-10.931030	-0.172489	0.034507	0.590469	0.483939	0.288088	-0.578062
-10.930830	-0.172990	0.034607	0.589691	0.485150	0.288860	-0.577454
-10.930630	-0.173490	0.034707	0.588910	0.486360	0.289633	-0.576846
-10.930430	-0.173990	0.034807	0.588127	0.487569	0.290404	-0.576237
-10.930230	-0.174490	0.034907	0.587342	0.488776	0.291174	-0.575626
-10.930030	-0.174990	0.035007	0.586554	0.489981	0.291944	-0.575015
-10.929830	-0.175490	0.035107	0.585763	0.491185	0.292713	-0.574402
-10.929630	-0.175990	0.035207	0.584970	0.492388	0.293481	-0.573788
-10.929430	-0.176490	0.035307	0.584175	0.493588	0.294249	-0.573174
-10.929230	-0.176990	0.035407	0.583377	0.494788	0.295015	-0.572558
-10.929030	-0.177490	0.035507	0.582577	0.495985	0.295781	-0.571941
-10.928830	-0.177990	0.035607	0.581774	0.497181	0.296546	-0.571323
-10.928630	-0.178490	0.035707	0.580969	0.498376	0.297310	-0.570704
-10.928430	-0.178990	0.035807	0.580161	0.499569	0.298074	-0.570084
-10.928230	-0.179490	0.035907	0.579351	0.500760	0.298836	-0.569463
-10.928030	-0.179990	0.036007	0.578539	0.501950	0.299598	-0.568841
-10.927830	-0.180490	0.036107	0.577724	0.503138	0.300359	-0.568218
-10.927630	-0.180990	0.036207	0.576906	0.504325	0.301119	-0.567594
-10.927430	-0.181490	0.036307	0.576087	0.505510	0.301878	-0.566969
-10.927230	-0.181990	0.036407	0.575264	0.506693	0.302636	-0.566343
-10.927030	-0.182490	0.036507	0.574440	0.507875	0.303394	-0.565715
-10.926830	-0.182990	0.036607	0.573613	0.509055	0.304151	-0.565087
